absolutističnostima | ABSOLUTISTIČNOST - [pravopis]
glutamiltransferaze | GLUTAMILTRANSFERAZA - [farm.] v zvezi »gama glutamiltransferaza«: predstavnik skupine encimov, ki katalizirajo prenos končnega γ-glutamata od glutationa in drugih polipeptidov na nove aminokisline ali polipeptide
glutamiltransferazi | GLUTAMILTRANSFERAZA - [farm.] v zvezi »gama glutamiltransferaza«: predstavnik skupine encimov, ki katalizirajo prenos končnega γ-glutamata od glutationa in drugih polipeptidov na nove aminokisline ali polipeptide
glutamiltransferazo | GLUTAMILTRANSFERAZA - [farm.] v zvezi »gama glutamiltransferaza«: predstavnik skupine encimov, ki katalizirajo prenos končnega γ-glutamata od glutationa in drugih polipeptidov na nove aminokisline ali polipeptide
gnomostereografskem | GNOMOSTEREOGRAFSKI - [geol.] v zvezi »gnomostereografska projekcija«: projekcija prebodišča pravokotnice na kristalno ploskev, ki prehaja skozi središče projekcijske ravnine, s kroglo
gnomostereografskih | GNOMOSTEREOGRAFSKI - [geol.] v zvezi »gnomostereografska projekcija«: projekcija prebodišča pravokotnice na kristalno ploskev, ki prehaja skozi središče projekcijske ravnine, s kroglo
gnomostereografskim | GNOMOSTEREOGRAFSKI - [geol.] v zvezi »gnomostereografska projekcija«: projekcija prebodišča pravokotnice na kristalno ploskev, ki prehaja skozi središče projekcijske ravnine, s kroglo
gospodarskopravnega | GOSPODARSKOPRAVEN - [pravopis]
gospodarskopravnemu | GOSPODARSKOPRAVEN - [pravopis]
gospodarskopravnima | GOSPODARSKOPRAVEN - [pravopis]
gospodarskopravnimi | GOSPODARSKOPRAVEN - [pravopis]
gospodarskoprometen | [prav.] v zvezi »gospodarskoprometna klavzula«: klavzula v pogodbi, ki ni zakonsko opredeljena, a se med gospodarskimi subjekti običajno uporablja za določitev prevzema točno določenih pravic in obveznosti
gospodarskoprometna | GOSPODARSKOPROMETEN - [prav.] v zvezi »gospodarskoprometna klavzula«: klavzula v pogodbi, ki ni zakonsko opredeljena, a se med gospodarskimi subjekti običajno uporablja za določitev prevzema točno določenih pravic in obveznosti
gospodarskoprometne | GOSPODARSKOPROMETEN - [prav.] v zvezi »gospodarskoprometna klavzula«: klavzula v pogodbi, ki ni zakonsko opredeljena, a se med gospodarskimi subjekti običajno uporablja za določitev prevzema točno določenih pravic in obveznosti
gospodarskoprometni | GOSPODARSKOPROMETEN - [prav.] v zvezi »gospodarskoprometna klavzula«: klavzula v pogodbi, ki ni zakonsko opredeljena, a se med gospodarskimi subjekti običajno uporablja za določitev prevzema točno določenih pravic in obveznosti
gospodarskoprometno | GOSPODARSKOPROMETEN - [prav.] v zvezi »gospodarskoprometna klavzula«: klavzula v pogodbi, ki ni zakonsko opredeljena, a se med gospodarskimi subjekti običajno uporablja za določitev prevzema točno določenih pravic in obveznosti
gospodarstveničinem | GOSPODARSTVENIČIN - [pravopis]
gospodarstveničinih | GOSPODARSTVENIČIN - [pravopis]
gospodarstveničinim | GOSPODARSTVENIČIN - [pravopis]
gospodarstvenostima | GOSPODARSTVENOST
gospostvaželjnostih | GOSPOSTVAŽELJNOST - želja, težnja po gospostvu
gospostvaželjnostim | GOSPOSTVAŽELJNOST - želja, težnja po gospostvu
gospostvaželjnostjo | GOSPOSTVAŽELJNOST - želja, težnja po gospostvu
gospostvaželjnostma | GOSPOSTVAŽELJNOST - želja, težnja po gospostvu
gospostvaželjnostmi | GOSPOSTVAŽELJNOST - želja, težnja po gospostvu
gozdnogospodarskega | GOZDNOGOSPODARSKI - nanašajoč se na gozdno gospodarstvo
gozdnogospodarskemu | GOZDNOGOSPODARSKI - nanašajoč se na gozdno gospodarstvo
gozdnogospodarskima | GOZDNOGOSPODARSKI - nanašajoč se na gozdno gospodarstvo
gozdnogospodarskimi | GOZDNOGOSPODARSKI - nanašajoč se na gozdno gospodarstvo
gvanozinmonofosfata | GVANOZINMONOFOSFAT - [farm.] v zvezi »ciklični gvanozinmonofosfat«: nukleotid, ciklični diester gvanozina in fosforjeve(V) kisline na mestih C-3 in C-5 riboze, ki deluje kot sekundarni prenašalec
gvanozinmonofosfate | GVANOZINMONOFOSFAT - [farm.] v zvezi »ciklični gvanozinmonofosfat«: nukleotid, ciklični diester gvanozina in fosforjeve(V) kisline na mestih C-3 in C-5 riboze, ki deluje kot sekundarni prenašalec
gvanozinmonofosfati | GVANOZINMONOFOSFAT - [farm.] v zvezi »ciklični gvanozinmonofosfat«: nukleotid, ciklični diester gvanozina in fosforjeve(V) kisline na mestih C-3 in C-5 riboze, ki deluje kot sekundarni prenašalec
gvanozinmonofosfatu | GVANOZINMONOFOSFAT - [farm.] v zvezi »ciklični gvanozinmonofosfat«: nukleotid, ciklični diester gvanozina in fosforjeve(V) kisline na mestih C-3 in C-5 riboze, ki deluje kot sekundarni prenašalec
harmonizatoričinega | HARMONIZATORIČIN - [pravopis]
harmonizatoričinemu | HARMONIZATORIČIN - [pravopis]
harmonizatoričinima | HARMONIZATORIČIN - [pravopis]
harmonizatoričinimi | HARMONIZATORIČIN - [pravopis]
hegemonističnostima | HEGEMONISTIČNOST - [pravopis]
heksakisoktaedričen | [gem.] v zvezi »heksakisoktaedrični razred«: simetrijski razred kubičnega sistema s štirimi troštevnimi osmi, usmerjenimi po telesnih diagonalah kocke, tremi štirištevnimi osmi, ki sovpadajo s kristalografskimi osmi, štirimi vertikalnimi ravninami simetrije, štirimi poševnimi ravninami simetrije, ki se sekajo v troštevnih oseh, in eno horizontalno ravnino simetrije
heksakisoktaedrična | HEKSAKISOKTAEDRIČEN - [gem.] v zvezi »heksakisoktaedrični razred«: simetrijski razred kubičnega sistema s štirimi troštevnimi osmi, usmerjenimi po telesnih diagonalah kocke, tremi štirištevnimi osmi, ki sovpadajo s kristalografskimi osmi, štirimi vertikalnimi ravninami simetrije, štirimi poševnimi ravninami simetrije, ki se sekajo v troštevnih oseh, in eno horizontalno ravnino simetrije
heksakisoktaedrične | HEKSAKISOKTAEDRIČEN - [gem.] v zvezi »heksakisoktaedrični razred«: simetrijski razred kubičnega sistema s štirimi troštevnimi osmi, usmerjenimi po telesnih diagonalah kocke, tremi štirištevnimi osmi, ki sovpadajo s kristalografskimi osmi, štirimi vertikalnimi ravninami simetrije, štirimi poševnimi ravninami simetrije, ki se sekajo v troštevnih oseh, in eno horizontalno ravnino simetrije
heksakisoktaedrični | HEKSAKISOKTAEDRIČEN - [gem.] v zvezi »heksakisoktaedrični razred«: simetrijski razred kubičnega sistema s štirimi troštevnimi osmi, usmerjenimi po telesnih diagonalah kocke, tremi štirištevnimi osmi, ki sovpadajo s kristalografskimi osmi, štirimi vertikalnimi ravninami simetrije, štirimi poševnimi ravninami simetrije, ki se sekajo v troštevnih oseh, in eno horizontalno ravnino simetrije
heksakisoktaedrično | HEKSAKISOKTAEDRIČEN - [gem.] v zvezi »heksakisoktaedrični razred«: simetrijski razred kubičnega sistema s štirimi troštevnimi osmi, usmerjenimi po telesnih diagonalah kocke, tremi štirištevnimi osmi, ki sovpadajo s kristalografskimi osmi, štirimi vertikalnimi ravninami simetrije, štirimi poševnimi ravninami simetrije, ki se sekajo v troštevnih oseh, in eno horizontalno ravnino simetrije
heksakistetraedroma | HEKSAKISTETRAEDER - [geol.] kristalni lik v kubičnem kristalografskem sistemu, ki ima na vsaki ploskvi tetraedra šest enakokrakih trikotnikov
heliocentričnostima | HELIOCENTRIČNOST - [pravopis]
hematotoksičnostima | HEMATOTOKSIČNOST - [farm.] lastnost snovi, da toksično deluje na krvne celice
hepatotoksičnostima | HEPATOTOKSIČNOST - [farm.] lastnost snovi, da toksično deluje na jetrne celice ali jih uničuje
heterocikličnostima | HETEROCIKLIČNOST - [pravopis]
heterohlamidejskega | HETEROHLAMIDEJSKI - [bot.] v zvezi »heterohlamidejski cvet«:
heterohlamidejskemu | HETEROHLAMIDEJSKI - [bot.] v zvezi »heterohlamidejski cvet«:
heterohlamidejskima | HETEROHLAMIDEJSKI - [bot.] v zvezi »heterohlamidejski cvet«:
heterohlamidejskimi | HETEROHLAMIDEJSKI - [bot.] v zvezi »heterohlamidejski cvet«:
heterokromatinskega | HETEROKROMATINSKI - [bot.] v zvezi »heterokromatinski kromosom«: kromosom, ki je zgrajen pretežno iz heterokromatina
heterokromatinskemu | HETEROKROMATINSKI - [bot.] v zvezi »heterokromatinski kromosom«: kromosom, ki je zgrajen pretežno iz heterokromatina
heterokromatinskima | HETEROKROMATINSKI - [bot.] v zvezi »heterokromatinski kromosom«: kromosom, ki je zgrajen pretežno iz heterokromatina
heterokromatinskimi | HETEROKROMATINSKI - [bot.] v zvezi »heterokromatinski kromosom«: kromosom, ki je zgrajen pretežno iz heterokromatina
heteropolisaharidih | HETEROPOLISAHARID - [bot.] polisaharid, ki je sestavljen iz večjega števila različnih monosaharidnih enot, npr. hemiceluloza
heteropolisaharidom | HETEROPOLISAHARID - [bot.] polisaharid, ki je sestavljen iz večjega števila različnih monosaharidnih enot, npr. hemiceluloza
heteropolisaharidov | HETEROPOLISAHARID - [bot.] polisaharid, ki je sestavljen iz večjega števila različnih monosaharidnih enot, npr. hemiceluloza
heteroseksualnostih | HETEROSEKSUALNOST - [esskj] stanje, občutje koga, da čuti spolno, ljubezensko privlačnost do oseb drugega spola
heteroseksualnostim | HETEROSEKSUALNOST - [esskj] stanje, občutje koga, da čuti spolno, ljubezensko privlačnost do oseb drugega spola
heteroseksualnostjo | HETEROSEKSUALNOST - [esskj] stanje, občutje koga, da čuti spolno, ljubezensko privlačnost do oseb drugega spola
heteroseksualnostma | HETEROSEKSUALNOST - [esskj] stanje, občutje koga, da čuti spolno, ljubezensko privlačnost do oseb drugega spola
heteroseksualnostmi | HETEROSEKSUALNOST - [esskj] stanje, občutje koga, da čuti spolno, ljubezensko privlačnost do oseb drugega spola
heterosilabičnostih | HETEROSILABIČNOST - [pravopis]
heterosilabičnostim | HETEROSILABIČNOST - [pravopis]
heterosilabičnostjo | HETEROSILABIČNOST - [pravopis]
heterosilabičnostma | HETEROSILABIČNOST - [pravopis]
heterosilabičnostmi | HETEROSILABIČNOST - [pravopis]
hidroakustičnostima | HIDROAKUSTIČNOST - [pravopis]
hidrodinamičnostima | HIDRODINAMIČNOST - [pravopis]
hidrogenaspartatoma | HIDROGENASPARTAT - > LITIJEV - [farm.] v zvezi »litijeve soli«: antidepresivi, ki vsebujejo litijeve ione, motijo transport in delovanje esencialnih kationov 1. in 2. skupine periodnega sistema, npr. litijev karbonat, litijev hidrogenaspartat
hidrogenkarbonatoma | HIDROGENKARBONAT - kisla sol ogljikove kisline
hidroksiapofilitoma | HIDROKSIAPOFILIT - [gem.]
hidroksietilškrobih | HIDROKSIETILŠKROB - > HESILACIJA - [farm.] postopek kovalentne vezave molekule hidroksietilškroba na določeno proteinsko učinkovino, da se doseže izboljšanje njenih farmakokinetičnih lastnosti
hidroksietilškrobom | HIDROKSIETILŠKROB - > HESILACIJA - [farm.] postopek kovalentne vezave molekule hidroksietilškroba na določeno proteinsko učinkovino, da se doseže izboljšanje njenih farmakokinetičnih lastnosti
hidroksietilškrobov | HIDROKSIETILŠKROB - > HESILACIJA - [farm.] postopek kovalentne vezave molekule hidroksietilškroba na določeno proteinsko učinkovino, da se doseže izboljšanje njenih farmakokinetičnih lastnosti
hidromelioracijskem | HIDROMELIORACIJSKI - nanašajoč se na hidromelioracijo
hidromelioracijskih | HIDROMELIORACIJSKI - nanašajoč se na hidromelioracijo
hidromelioracijskim | HIDROMELIORACIJSKI - nanašajoč se na hidromelioracijo
hidrometasomatozama | HIDROMETASOMATOZA - [geol.] metamorfoza kamnin pod vplivom vodnih raztopin brez povišanja temperature ali tlaka
hidrometasomatozami | HIDROMETASOMATOZA - [geol.] metamorfoza kamnin pod vplivom vodnih raztopin brez povišanja temperature ali tlaka
hidrometeorologijah | HIDROMETEOROLOGIJA - [geol.] veda o padavinah
hidrometeorologijam | HIDROMETEOROLOGIJA - [geol.] veda o padavinah
hidrometeorološkega | HIDROMETEOROLOŠKI - nanašajoč se na hidrologijo in meteorologijo
hidrometeorološkemu | HIDROMETEOROLOŠKI - nanašajoč se na hidrologijo in meteorologijo
hidrometeorološkima | HIDROMETEOROLOŠKI - nanašajoč se na hidrologijo in meteorologijo
hidrometeorološkimi | HIDROMETEOROLOŠKI - nanašajoč se na hidrologijo in meteorologijo
hifohitridimicetama | HIFOHITRIDIMICETA - > RIZOIDEN - [bot.] v zvezi »rizoidna steljka«: micelij, v katerem iz osrednjega mehurčastega dela z jedrom izraščajo brezjedrne nitke v obliki rizoidov in ki ima prehranjevalno funkcijo pri mnogih hitridiomicetah (Chytridiomycota), hifohitridimicetah (Hyphochytridiomycota)
hifohitridimicetami | HIFOHITRIDIMICETA - > RIZOIDEN - [bot.] v zvezi »rizoidna steljka«: micelij, v katerem iz osrednjega mehurčastega dela z jedrom izraščajo brezjedrne nitke v obliki rizoidov in ki ima prehranjevalno funkcijo pri mnogih hitridiomicetah (Chytridiomycota), hifohitridimicetah (Hyphochytridiomycota)
hifohitridiomicetah | HIFOHITRIDIOMICETA - > KROMISTI - [bot.] kraljestvo avtotrofnih ali heterotrofnih enoceličnih organizmov in steljčnic /Thallophyta/, ki obsega hifohitridiomicete (Hyphochytridiomycota), labirintulomicete (Labyrinthulomycota), oomicete (Oomycota), rjave alge (Phaeohyceae), zlate alge (Chrysophyceae), kremenaste alge (Bacillariophyceae), haptofite (Haptophyta)
hifohitridiomicetam | HIFOHITRIDIOMICETA - > KROMISTI - [bot.] kraljestvo avtotrofnih ali heterotrofnih enoceličnih organizmov in steljčnic /Thallophyta/, ki obsega hifohitridiomicete (Hyphochytridiomycota), labirintulomicete (Labyrinthulomycota), oomicete (Oomycota), rjave alge (Phaeohyceae), zlate alge (Chrysophyceae), kremenaste alge (Bacillariophyceae), haptofite (Haptophyta)
hiperakumulacijskem | HIPERAKUMULACIJSKI - [bot.] v zvezi »hiperakumulacijska rastlina«:
hiperakumulacijskih | HIPERAKUMULACIJSKI - [bot.] v zvezi »hiperakumulacijska rastlina«:
hiperakumulacijskim | HIPERAKUMULACIJSKI - [bot.] v zvezi »hiperakumulacijska rastlina«:
hiperakumulatorjema | HIPERAKUMULATOR - [agr.] rastlina, ki je sposobna sprejemati težke kovine iz tal in jih koncentrirati v svojih tkivih
hipercivilizacijama | HIPERCIVILIZACIJA - pretirano razvita civilizacija
hipercivilizacijami | HIPERCIVILIZACIJA - pretirano razvita civilizacija
hiperdimenzionirajo | HIPERDIMENZIONIRATI - določiti ali dati čemu čezmerne razsežnosti
hiperdimenzionirala | HIPERDIMENZIONIRATI - določiti ali dati čemu čezmerne razsežnosti
hiperdimenzionirale | HIPERDIMENZIONIRATI - določiti ali dati čemu čezmerne razsežnosti
hiperdimenzionirali | HIPERDIMENZIONIRATI - določiti ali dati čemu čezmerne razsežnosti
hiperdimenzioniralo | HIPERDIMENZIONIRATI - določiti ali dati čemu čezmerne razsežnosti
hiperdimenzioniramo | HIPERDIMENZIONIRATI - določiti ali dati čemu čezmerne razsežnosti
hiperdimenzionirata | HIPERDIMENZIONIRATI - določiti ali dati čemu čezmerne razsežnosti
hiperdimenzionirate | HIPERDIMENZIONIRATI - določiti ali dati čemu čezmerne razsežnosti
hiperdimenzionirati | določiti ali dati čemu čezmerne razsežnosti
hiperdimenzionirava | HIPERDIMENZIONIRATI - določiti ali dati čemu čezmerne razsežnosti
hiperholesterolemij | HIPERHOLESTEROLEMIJA - > STATIN - [farm.] učinkovina, ki prepreči pretvorbo humanega menopavznega gonadotropina v mevalonat, znižuje plazemske koncentracije holesterola in se uporablja za zdravljenje hiperholesterolemij in hiperlipidemij, npr. simvastatin, lovastatin
hiperkatalektičnega | HIPERKATALEKTIČEN - verz, ki ima na koncu en (nepoudarjen) zlog več
hiperkatalektičnemu | HIPERKATALEKTIČEN - verz, ki ima na koncu en (nepoudarjen) zlog več
hiperkatalektičnima | HIPERKATALEKTIČEN - verz, ki ima na koncu en (nepoudarjen) zlog več
hiperkatalektičnimi | HIPERKATALEKTIČEN - verz, ki ima na koncu en (nepoudarjen) zlog več
hiperkreatininemija | [farm.] stanje zvišane koncentracije kreatinina v serumu pri odraslih, ki se navadno pojavi ob zmanjšanem delovanju ledvic
hiperkreatininemije | HIPERKREATININEMIJA - [farm.] stanje zvišane koncentracije kreatinina v serumu pri odraslih, ki se navadno pojavi ob zmanjšanem delovanju ledvic
hiperkreatininemiji | HIPERKREATININEMIJA - [farm.] stanje zvišane koncentracije kreatinina v serumu pri odraslih, ki se navadno pojavi ob zmanjšanem delovanju ledvic
hiperkreatininemijo | HIPERKREATININEMIJA - [farm.] stanje zvišane koncentracije kreatinina v serumu pri odraslih, ki se navadno pojavi ob zmanjšanem delovanju ledvic
hiperkultiviranosti | HIPERKULTIVIRANOST - [pravopis]
hipermagneziemijama | HIPERMAGNEZIEMIJA - [farm.] koncentracija magnezija v serumu nad referenčnim območjem, ki v močno povišanih vrednostih lahko prizadene krčenje mišic
hipermagneziemijami | HIPERMAGNEZIEMIJA - [farm.] koncentracija magnezija v serumu nad referenčnim območjem, ki v močno povišanih vrednostih lahko prizadene krčenje mišic
hiperpolarizacijama | HIPERPOLARIZACIJA - > INHIBITOREN - [farm.] v zvezi »inhibitorni nevrotransmiter«: nevrotransmiter, ki po vezavi na receptor povzroči hiperpolarizacijo membrane tarčne celice
hiperpolarizacijami | HIPERPOLARIZACIJA - > INHIBITOREN - [farm.] v zvezi »inhibitorni nevrotransmiter«: nevrotransmiter, ki po vezavi na receptor povzroči hiperpolarizacijo membrane tarčne celice
hipersaturacijskega | HIPERSATURACIJSKI - [bot.] v zvezi »hipersaturacijska koncentracija kisika«: zaradi intenzivne fotosinteze ali turbulence vode povečana koncentracija kisika v vodi, ki je večja od maksimalne možne pri določeni temperaturi, glede na difuzijo iz zraka
hipersaturacijskemu | HIPERSATURACIJSKI - [bot.] v zvezi »hipersaturacijska koncentracija kisika«: zaradi intenzivne fotosinteze ali turbulence vode povečana koncentracija kisika v vodi, ki je večja od maksimalne možne pri določeni temperaturi, glede na difuzijo iz zraka
hipersaturacijskima | HIPERSATURACIJSKI - [bot.] v zvezi »hipersaturacijska koncentracija kisika«: zaradi intenzivne fotosinteze ali turbulence vode povečana koncentracija kisika v vodi, ki je večja od maksimalne možne pri določeni temperaturi, glede na difuzijo iz zraka
hipersaturacijskimi | HIPERSATURACIJSKI - [bot.] v zvezi »hipersaturacijska koncentracija kisika«: zaradi intenzivne fotosinteze ali turbulence vode povečana koncentracija kisika v vodi, ki je večja od maksimalne možne pri določeni temperaturi, glede na difuzijo iz zraka
hiperseksualnostima | HIPERSEKSUALNOST - [pravopis]
hipersenzibilizacij | HIPERSENZIBILIZACIJA - povečanje občutljivosti emulzije
hipersenzibilnostih | HIPERSENZIBILNOST - [pravopis]
hipersenzibilnostim | HIPERSENZIBILNOST - [pravopis]
