acilfloroglucinoloma | ACILFLOROGLUCINOL - [farm.]
hiperplastifikatorju | HIPERPLASTIFIKATOR - [b.k.] plastifikator tretje generacije, ki omogoča še višje znižanje vsebnosti vode v svežem betonu in še večje povečanje razleza kot superplastifikator
hipersenzibilizacija | povečanje občutljivosti emulzije
hipersenzibilizacije | HIPERSENZIBILIZACIJA - povečanje občutljivosti emulzije
hipersenzibilizaciji | HIPERSENZIBILIZACIJA - povečanje občutljivosti emulzije
hipersenzibilizacijo | HIPERSENZIBILIZACIJA - povečanje občutljivosti emulzije
hipersenzibilnostima | HIPERSENZIBILNOST - [pravopis]
hipersenzitivnostima | HIPERSENZITIVNOST - [farm.] stanje objektivno ponovljivih simptomov ali znakov, ki jih sproži izpostavljenost določeni količini dražljaja, ki jo normalni osebki tolerirajo, lahko povzročeno z imunskimi mehanizmi, npr. alergijska preobčutljivost na cvetni prah, zdravila, ali z drugimi mehanizmi, npr. nealergijska preobčutljivost na nekatera zdravila
hiperspecializacijah | HIPERSPECIALIZACIJA - [pravopis]
hiperspecializacijam | HIPERSPECIALIZACIJA - [pravopis]
hipertehniziranostih | HIPERTEHNIZIRANOST - [pravopis]
hipertehniziranostim | HIPERTEHNIZIRANOST - [pravopis]
hipertehniziranostjo | HIPERTEHNIZIRANOST - [pravopis]
hipertehniziranostma | HIPERTEHNIZIRANOST - [pravopis]
hipertehniziranostmi | HIPERTEHNIZIRANOST - [pravopis]
historicističnostima | HISTORICISTIČNOST - [pravopis]
historiografskostima | HISTORIOGRAFSKOST - [pravopis]
hitroprehranjevalnem | HITROPREHRANJEVALEN - [pravopis]
hitroprehranjevalnih | HITROPREHRANJEVALEN - [pravopis]
hitroprehranjevalnim | HITROPREHRANJEVALEN - [pravopis]
horstantiklinorijema | HORSTANTIKLINORIJ - [geol.] horst iz skupine vzporednih antiklinal, npr. Pohorski horstantiklinorij
hospitalizirančevega | HOSPITALIZIRANČEV - [pravopis]
hospitalizirančevemu | HOSPITALIZIRANČEV - [pravopis]
hospitalizirančevima | HOSPITALIZIRANČEV - [pravopis]
hospitalizirančevimi | HOSPITALIZIRANČEV - [pravopis]
hospitaliziranostima | HOSPITALIZIRANOST - [pravopis]
humusnoakumulativnem | HUMUSNOAKUMULATIVEN - [agr.] v zvezi »humusnoakumulativni horizont«: mineralni horizont, ki nastane v zgornjem delu talnega profila in je zaradi vsebnosti organske snovi, ki je v prevladujočem delu humificirana in mineralno vezana, navadno temnejši kot horizont, ki leži pod njim
humusnoakumulativnih | HUMUSNOAKUMULATIVEN - [agr.] v zvezi »humusnoakumulativni horizont«: mineralni horizont, ki nastane v zgornjem delu talnega profila in je zaradi vsebnosti organske snovi, ki je v prevladujočem delu humificirana in mineralno vezana, navadno temnejši kot horizont, ki leži pod njim
humusnoakumulativnim | HUMUSNOAKUMULATIVEN - [agr.] v zvezi »humusnoakumulativni horizont«: mineralni horizont, ki nastane v zgornjem delu talnega profila in je zaradi vsebnosti organske snovi, ki je v prevladujočem delu humificirana in mineralno vezana, navadno temnejši kot horizont, ki leži pod njim
identifikabilnostima | IDENTIFIKABILNOST - [avt.] lastnost sistema, da ga je mogoče identificirati
identifikatoričinega | IDENTIFIKATORIČIN - [pravopis]
identifikatoričinemu | IDENTIFIKATORIČIN - [pravopis]
identifikatoričinima | IDENTIFIKATORIČIN - [pravopis]
identifikatoričinimi | IDENTIFIKATORIČIN - [pravopis]
imperialističnostima | IMPERIALISTIČNOST - [pravopis]
impresionističnostih | IMPRESIONISTIČNOST - [pravopis]
impresionističnostim | IMPRESIONISTIČNOST - [pravopis]
impresionističnostjo | IMPRESIONISTIČNOST - [pravopis]
impresionističnostma | IMPRESIONISTIČNOST - [pravopis]
impresionističnostmi | IMPRESIONISTIČNOST - [pravopis]
imunodominantnostima | IMUNODOMINANTNOST - [farm.] lastnost epitopa antigena, ki v organizmu izzove nastanek prevladujočega imunskega odziva nanj
imunoelektroforezama | IMUNOELEKTROFOREZA - [farm.] metoda za analizo protiteles, ki obsega začetno elektroforezno ločitev antigenov na podlagi različnih nabojev, ki ji sledi difuzija v območje protiteles, kjer pride do vezave in obarjanja
imunoelektroforezami | IMUNOELEKTROFOREZA - [farm.] metoda za analizo protiteles, ki obsega začetno elektroforezno ločitev antigenov na podlagi različnih nabojev, ki ji sledi difuzija v območje protiteles, kjer pride do vezave in obarjanja
independentističnega | INDEPENDENTISTIČEN - [pravopis]
independentističnemu | INDEPENDENTISTIČEN - [pravopis]
independentističnima | INDEPENDENTISTIČEN - [pravopis]
independentističnimi | INDEPENDENTISTIČEN - [pravopis]
indeterminiranostima | INDETERMINIRANOST
indeterminističnosti | INDETERMINISTIČNOST - [pravopis]
individualističnosti | INDIVIDUALISTIČNOST - [pravopis]
individualiziranjema | INDIVIDUALIZIRANJE - glagolnik od individualizirati
individualiziranosti | INDIVIDUALIZIRANOST - [pravopis]
industrializacijskem | INDUSTRIALIZACIJSKI - [geog.] v zvezi »industrializacijska stopnja«: stopnja industrijske razvitosti določene pokrajine, države, ki se najpogosteje izraža kot delež zaposlenih v industriji od vseh zaposlenih ali kot delež industrije v ustvarjenem bruto domačem proizvodu
industrializacijskih | INDUSTRIALIZACIJSKI - [geog.] v zvezi »industrializacijska stopnja«: stopnja industrijske razvitosti določene pokrajine, države, ki se najpogosteje izraža kot delež zaposlenih v industriji od vseh zaposlenih ali kot delež industrije v ustvarjenem bruto domačem proizvodu
industrializacijskim | INDUSTRIALIZACIJSKI - [geog.] v zvezi »industrializacijska stopnja«: stopnja industrijske razvitosti določene pokrajine, države, ki se najpogosteje izraža kot delež zaposlenih v industriji od vseh zaposlenih ali kot delež industrije v ustvarjenem bruto domačem proizvodu
industrializiranosti | INDUSTRIALIZIRANOST - lastnost, značilnost industrializiranega
infinitezimalnostima | INFINITEZIMALNOST - [pravopis]
informatiziranostima | INFORMATIZIRANOST - dejstvo, da je kaj informatizirano
infrastrukturnostima | INFRASTRUKTURNOST - [pravopis]
inkomenzurabilnostih | INKOMENZURABILNOST
inkomenzurabilnostim | INKOMENZURABILNOST
inkomenzurabilnostjo | INKOMENZURABILNOST
inkomenzurabilnostma | INKOMENZURABILNOST
inkomenzurabilnostmi | INKOMENZURABILNOST
inozitoltrifosfatoma | INOZITOLTRIFOSFAT - [farm.] sekundarni prenašalec, ki nastane po hidrolizi fosfatidilinozitoldifosfata s fosfolipazo C in med drugim sprošča kalcijeve ione iz endoplazemskega retikuluma
instagramabilnostima | INSTAGRAMABILNOST - [sprotni]
institucionalizirajo | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionalizirala | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionalizirale | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionalizirali | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionaliziralo | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionaliziramo | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionalizirana | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionalizirane | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionalizirani | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionalizirano | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionalizirata | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionalizirate | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionalizirati | dati čemu ustaljeno, zakonsko obliko
institucionalizirava | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
institucionalnostima | INSTITUCIONALNOST - [pravopis]
instrumentalizacijah | INSTRUMENTALIZACIJA - [pravopis]
instrumentalizacijam | INSTRUMENTALIZACIJA - [pravopis]
instrumentalizirajmo | INSTRUMENTALIZIRATI - [sprotni]
instrumentalizirajta | INSTRUMENTALIZIRATI - [sprotni]
instrumentalizirajte | INSTRUMENTALIZIRATI - [sprotni]
instrumentalizirajva | INSTRUMENTALIZIRATI - [sprotni]
inštitucionalizirajo | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionalizirala | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionalizirale | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionalizirali | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionaliziralo | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionaliziramo | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionalizirana | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionalizirane | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionalizirani | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionalizirano | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionalizirata | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionalizirate | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionalizirati | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
inštitucionalizirava | INSTITUCIONALIZIRATI - dati čemu ustaljeno, zakonsko obliko
intelektualističnega | INTELEKTUALISTIČEN - nanašajoč se na intelektualce ali intelektualizem
intelektualističnemu | INTELEKTUALISTIČEN - nanašajoč se na intelektualce ali intelektualizem
intelektualističnima | INTELEKTUALISTIČEN - nanašajoč se na intelektualce ali intelektualizem
intelektualističnimi | INTELEKTUALISTIČEN - nanašajoč se na intelektualce ali intelektualizem
intelektualističnost | [pravopis]
intelektualizacijama | INTELEKTUALIZACIJA - glagolnik od intelektualizirati
intelektualizacijami | INTELEKTUALIZACIJA - glagolnik od intelektualizirati
intelektualiziranega | INTELEKTUALIZIRATI - uveljavljati, poudarjati um, razum v kaki dejavnosti
intelektualiziranemu | INTELEKTUALIZIRATI - uveljavljati, poudarjati um, razum v kaki dejavnosti
intelektualiziranima | INTELEKTUALIZIRATI - uveljavljati, poudarjati um, razum v kaki dejavnosti
intelektualiziranimi | INTELEKTUALIZIRATI - uveljavljati, poudarjati um, razum v kaki dejavnosti
intelektualiziranost | [pravopis]
interdisciplinarnega | INTERDISCIPLINAREN - nanašajoč se na več znanstvenih disciplin, ved
interdisciplinarnemu | INTERDISCIPLINAREN - nanašajoč se na več znanstvenih disciplin, ved
interdisciplinarnima | INTERDISCIPLINAREN - nanašajoč se na več znanstvenih disciplin, ved
interdisciplinarnimi | INTERDISCIPLINAREN - nanašajoč se na več znanstvenih disciplin, ved
interdisciplinarnost | značilnost interdisciplinarnega
interkonfesionalnega | INTERKONFESIONALEN - nanašajoč se na več veroizpovedi, ver, medverski
interkonfesionalnemu | INTERKONFESIONALEN - nanašajoč se na več veroizpovedi, ver, medverski
interkonfesionalnima | INTERKONFESIONALEN - nanašajoč se na več veroizpovedi, ver, medverski
interkonfesionalnimi | INTERKONFESIONALEN - nanašajoč se na več veroizpovedi, ver, medverski
interkontinentalnega | INTERKONTINENTALEN
interkontinentalnemu | INTERKONTINENTALEN
interkontinentalnima | INTERKONTINENTALEN
interkontinentalnimi | INTERKONTINENTALEN
interkontinentalnost | [pravopis]
intermuskularnostima | INTERMUSKULARNOST - [pravopis]
internacionalističen | nanašajoč se na internacionaliste ali internacionalizem
internacionalistična | INTERNACIONALISTIČEN - nanašajoč se na internacionaliste ali internacionalizem
internacionalistične | INTERNACIONALISTIČEN - nanašajoč se na internacionaliste ali internacionalizem
internacionalistični | INTERNACIONALISTIČEN - nanašajoč se na internacionaliste ali internacionalizem
internacionalistično | INTERNACIONALISTIČEN - nanašajoč se na internacionaliste ali internacionalizem
internacionalistkama | INTERNACIONALISTKA - [pravopis]
internacionalistkami | INTERNACIONALISTKA - [pravopis]
internacionalizacija | glagolnik od internacionalizirati
internacionalizacije | INTERNACIONALIZACIJA - glagolnik od internacionalizirati
internacionalizaciji | INTERNACIONALIZACIJA - glagolnik od internacionalizirati
internacionalizacijo | INTERNACIONALIZACIJA - glagolnik od internacionalizirati
internacionalizirajo | INTERNACIONALIZIRATI - razširiti med več držav
internacionalizirala | INTERNACIONALIZIRATI - razširiti med več držav
internacionalizirale | INTERNACIONALIZIRATI - razširiti med več držav
internacionalizirali | INTERNACIONALIZIRATI - razširiti med več držav
internacionaliziralo | INTERNACIONALIZIRATI - razširiti med več držav
internacionaliziramo | INTERNACIONALIZIRATI - razširiti med več držav
internacionalizirana | INTERNACIONALIZIRATI - razširiti med več držav
internacionalizirane | INTERNACIONALIZIRATI - razširiti med več držav
internacionalizirani | INTERNACIONALIZIRATI - razširiti med več držav
internacionalizirano | INTERNACIONALIZIRATI - razširiti med več držav
internacionalizirata | INTERNACIONALIZIRATI - razširiti med več držav
internacionalizirate | INTERNACIONALIZIRATI - razširiti med več držav
internacionalizirati | razširiti med več držav
internacionalizirava | INTERNACIONALIZIRATI - razširiti med več držav
internacionalnostima | INTERNACIONALNOST
interoperabilnostima | INTEROPERABILNOST - dejstvo, da je kaj interoperabilno
interparlamentarnega | INTERPARLAMENTAREN - nanašajoč se na več parlamentov
interparlamentarnemu | INTERPARLAMENTAREN - nanašajoč se na več parlamentov
interparlamentarnima | INTERPARLAMENTAREN - nanašajoč se na več parlamentov
interparlamentarnimi | INTERPARLAMENTAREN - nanašajoč se na več parlamentov
interpenetracijskega | INTERPENETRACIJSKI - [gem.] v zvezi »interpenetracijski dvojček«: kristala dvojčka, ki rasteta drug skozi drugega in pri tem oblikujeta nepravilno dvojčično ploskev
interpenetracijskemu | INTERPENETRACIJSKI - [gem.] v zvezi »interpenetracijski dvojček«: kristala dvojčka, ki rasteta drug skozi drugega in pri tem oblikujeta nepravilno dvojčično ploskev
interpenetracijskima | INTERPENETRACIJSKI - [gem.] v zvezi »interpenetracijski dvojček«: kristala dvojčka, ki rasteta drug skozi drugega in pri tem oblikujeta nepravilno dvojčično ploskev
interpenetracijskimi | INTERPENETRACIJSKI - [gem.] v zvezi »interpenetracijski dvojček«: kristala dvojčka, ki rasteta drug skozi drugega in pri tem oblikujeta nepravilno dvojčično ploskev
interpretativnostima | INTERPRETATIVNOST - [pravopis]
intertekstualnostima | INTERTEKSTUALNOST - lastnost besedil, ki se kaže v različnih povezavah med njimi, medbesedilnost
intervencionističnem | INTERVENCIONISTIČEN - nanašajoč se na intervencioniste ali intervencionizem
intervencionističnih | INTERVENCIONISTIČEN - nanašajoč se na intervencioniste ali intervencionizem
intervencionističnim | INTERVENCIONISTIČEN - nanašajoč se na intervencioniste ali intervencionizem
intrabiopelsparitoma | INTRABIOPELSPARIT - [geol.] sparit, ki vsebuje več kot 25 % intraklastov, ostankov organizmov in peletov
intraperikardialnega | INTRAPERIKARDIALEN - [farm.] v zvezi »intraperikardialna uporaba«: aplikacija zdravila v osrčnikovo votlino
intraperikardialnemu | INTRAPERIKARDIALEN - [farm.] v zvezi »intraperikardialna uporaba«: aplikacija zdravila v osrčnikovo votlino
intraperikardialnima | INTRAPERIKARDIALEN - [farm.] v zvezi »intraperikardialna uporaba«: aplikacija zdravila v osrčnikovo votlino
intraperikardialnimi | INTRAPERIKARDIALEN - [farm.] v zvezi »intraperikardialna uporaba«: aplikacija zdravila v osrčnikovo votlino
inženirskogeološkega | INŽENIRSKOGEOLOŠKI - > VZORČEVANEJ - [geol.] v zvezi »geološko vzorčevanje«: jemanje vzorcev za petrografske, paleontološke, geokemične, inženirskogeološke raziskave
inženirskogeološkemu | INŽENIRSKOGEOLOŠKI - > VZORČEVANEJ - [geol.] v zvezi »geološko vzorčevanje«: jemanje vzorcev za petrografske, paleontološke, geokemične, inženirskogeološke raziskave
inženirskogeološkima | INŽENIRSKOGEOLOŠKI - > VZORČEVANEJ - [geol.] v zvezi »geološko vzorčevanje«: jemanje vzorcev za petrografske, paleontološke, geokemične, inženirskogeološke raziskave
inženirskogeološkimi | INŽENIRSKOGEOLOŠKI - > VZORČEVANEJ - [geol.] v zvezi »geološko vzorčevanje«: jemanje vzorcev za petrografske, paleontološke, geokemične, inženirskogeološke raziskave
iracionalističnostih | IRACIONALISTIČNOST - [pravopis]
iracionalističnostim | IRACIONALISTIČNOST - [pravopis]
iracionalističnostjo | IRACIONALISTIČNOST - [pravopis]
iracionalističnostma | IRACIONALISTIČNOST - [pravopis]
iracionalističnostmi | IRACIONALISTIČNOST - [pravopis]
italijaniziranostima | ITALIJANIZIRANOST - [pravopis]
izdiferenciranostima | IZDIFERENCIRANOST - [pravopis]
izkoriščevalskostima | IZKORIŠČEVALSKOST - [pravopis]
izkristaliziranostih | IZKRISTALIZIRANOST
izkristaliziranostim | IZKRISTALIZIRANOST
izkristaliziranostjo | IZKRISTALIZIRANOST
izkristaliziranostma | IZKRISTALIZIRANOST
izkristaliziranostmi | IZKRISTALIZIRANOST
izolikviritigeninoma | IZOLIKVIRITIGENIN - > HALKON - [farm.] flavonoid, ki je strukturno 1,3-difenil-2-propen-1-on, npr. izolikviritigenin, butein
izpopolnjevalnostima | IZPOPOLNJEVALNOST - [pravopis]
izvenparlamentarnega | IZVENPARLAMENTAREN - ki ni v parlamentu, v okviru parlamenta
izvenparlamentarnemu | IZVENPARLAMENTAREN - ki ni v parlamentu, v okviru parlamenta
izvenparlamentarnima | IZVENPARLAMENTAREN - ki ni v parlamentu, v okviru parlamenta
izvenparlamentarnimi | IZVENPARLAMENTAREN - ki ni v parlamentu, v okviru parlamenta
jezikovnopolitičnega | JEZIKOVNOPOLITIČEN - nanašajoč se na jezikovno politiko
jezikovnopolitičnemu | JEZIKOVNOPOLITIČEN - nanašajoč se na jezikovno politiko
jezikovnopolitičnima | JEZIKOVNOPOLITIČEN - nanašajoč se na jezikovno politiko
jezikovnopolitičnimi | JEZIKOVNOPOLITIČEN - nanašajoč se na jezikovno politiko
jezikovnostilističen | [pravopis]
jezikovnostilistična | JEZIKOVNOSTILISTIČEN - [pravopis]
jezikovnostilistične | JEZIKOVNOSTILISTIČEN - [pravopis]
jezikovnostilistični | JEZIKOVNOSTILISTIČEN - [pravopis]
